age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
23,services,single,high.school,no,no,no,telephone,may,wed,354,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,entrepreneur,single,high.school,no,no,no,telephone,may,wed,331,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,admin.,married,university.degree,no,no,no,telephone,may,wed,148,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,242,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,technician,married,professional.course,unknown,no,no,telephone,may,wed,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,159,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,technician,single,professional.course,no,yes,no,telephone,may,wed,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,technician,divorced,professional.course,no,no,no,telephone,may,wed,85,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,360,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,183,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,admin.,single,university.degree,no,no,no,telephone,may,wed,142,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,technician,single,basic.9y,no,no,no,telephone,may,wed,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,technician,married,university.degree,no,no,no,telephone,may,wed,326,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
27,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,634,10,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,339,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,services,married,high.school,no,no,no,telephone,may,wed,423,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,technician,married,professional.course,no,no,no,telephone,may,wed,546,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,554,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,admin.,single,university.degree,no,no,no,telephone,may,wed,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,technician,married,professional.course,no,unknown,unknown,telephone,may,wed,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,unemployed,single,basic.9y,no,no,no,telephone,may,wed,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,21,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,student,single,high.school,no,no,no,telephone,may,wed,852,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,services,married,unknown,no,no,no,telephone,may,wed,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,admin.,married,university.degree,no,no,no,telephone,may,wed,122,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,student,single,unknown,unknown,no,no,telephone,may,wed,166,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,admin.,single,high.school,no,yes,yes,telephone,may,wed,167,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,admin.,married,university.degree,no,yes,no,telephone,may,wed,303,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,services,married,high.school,no,no,no,telephone,may,wed,636,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,single,high.school,no,no,no,telephone,may,wed,483,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,services,married,high.school,no,yes,yes,telephone,may,wed,211,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,738,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,blue-collar,married,basic.6y,no,yes,yes,telephone,may,wed,482,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,technician,single,high.school,no,yes,no,telephone,may,wed,238,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,student,married,university.degree,no,no,no,telephone,may,wed,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,582,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,management,married,high.school,no,no,no,telephone,may,wed,52,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,services,married,unknown,no,yes,no,telephone,may,wed,260,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,technician,married,university.degree,no,yes,no,telephone,may,wed,1118,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,services,married,high.school,no,yes,no,telephone,may,wed,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,unemployed,single,university.degree,no,no,yes,telephone,may,wed,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,admin.,single,university.degree,no,yes,yes,telephone,may,wed,266,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,admin.,single,high.school,no,yes,no,telephone,may,thu,362,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,services,married,high.school,no,no,no,telephone,may,thu,86,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,44,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,admin.,married,high.school,no,no,yes,telephone,may,thu,349,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,technician,divorced,professional.course,no,yes,no,telephone,may,thu,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,married,university.degree,no,yes,no,telephone,may,thu,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,services,married,basic.9y,no,no,no,telephone,may,thu,746,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
26,technician,married,professional.course,no,no,no,telephone,may,thu,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,services,married,basic.9y,unknown,unknown,unknown,telephone,may,thu,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,blue-collar,single,unknown,no,no,no,telephone,may,thu,735,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,services,married,high.school,no,yes,no,telephone,may,thu,183,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27,admin.,single,high.school,unknown,no,no,telephone,may,thu,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,single,university.degree,no,no,no,telephone,may,thu,62,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,admin.,married,university.degree,no,yes,no,telephone,may,thu,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,housemaid,married,basic.4y,no,no,no,telephone,may,thu,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,housemaid,married,basic.4y,no,yes,no,telephone,may,thu,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,entrepreneur,single,basic.9y,no,no,no,telephone,may,thu,183,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,admin.,married,high.school,no,no,no,telephone,may,thu,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,644,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,305,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,technician,married,professional.course,no,yes,no,telephone,may,thu,374,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,services,married,high.school,no,yes,no,telephone,may,thu,558,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,admin.,married,university.degree,no,no,no,telephone,may,thu,463,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,blue-collar,married,high.school,unknown,yes,no,telephone,may,thu,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,services,divorced,high.school,no,yes,no,telephone,may,thu,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,admin.,single,university.degree,no,no,no,telephone,may,thu,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
26,admin.,married,high.school,no,no,no,telephone,may,thu,326,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,admin.,married,high.school,no,no,no,telephone,may,thu,303,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,blue-collar,single,high.school,no,yes,no,telephone,may,thu,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,technician,married,professional.course,no,no,no,telephone,may,thu,191,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,management,married,university.degree,no,no,no,telephone,may,thu,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,services,married,basic.4y,no,no,no,telephone,may,thu,402,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,management,single,university.degree,no,unknown,unknown,telephone,may,thu,176,13,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27,services,single,high.school,unknown,no,no,telephone,may,thu,144,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,services,married,basic.6y,unknown,yes,no,telephone,may,thu,297,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,housemaid,single,basic.4y,no,yes,no,telephone,may,thu,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,housemaid,single,basic.4y,no,no,no,telephone,may,thu,477,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,services,married,high.school,no,no,no,telephone,may,thu,253,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
26,admin.,single,high.school,no,yes,no,telephone,may,thu,918,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,admin.,single,university.degree,no,yes,no,telephone,may,thu,309,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,married,university.degree,unknown,yes,no,telephone,may,thu,71,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,admin.,single,high.school,no,yes,no,telephone,may,thu,243,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,housemaid,married,basic.4y,unknown,no,no,telephone,may,thu,196,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
24,student,single,high.school,no,no,no,telephone,may,thu,597,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,entrepreneur,married,high.school,no,yes,no,telephone,may,thu,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,married,university.degree,no,no,no,telephone,may,thu,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,admin.,married,university.degree,no,yes,no,telephone,may,thu,911,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
32,management,married,basic.6y,no,yes,no,telephone,may,thu,490,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,services,married,high.school,no,yes,yes,telephone,may,thu,286,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,admin.,single,university.degree,no,no,no,telephone,may,thu,22,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,services,married,high.school,unknown,yes,no,telephone,may,thu,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
25,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
25,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,323,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
25,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27,unemployed,married,basic.9y,no,no,no,telephone,may,thu,84,14,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27,blue-collar,single,basic.6y,unknown,no,no,telephone,may,thu,444,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,blue-collar,married,basic.6y,no,yes,yes,telephone,may,thu,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,blue-collar,single,high.school,no,yes,no,telephone,may,thu,399,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,admin.,single,high.school,no,no,no,telephone,may,thu,132,22,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,student,single,basic.4y,no,no,no,telephone,may,thu,484,8,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,services,single,professional.course,no,yes,no,telephone,may,thu,561,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,technician,single,professional.course,no,no,no,telephone,may,thu,388,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,services,single,professional.course,no,no,no,telephone,may,thu,589,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
26,blue-collar,single,basic.6y,no,no,yes,telephone,may,thu,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,438,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
24,services,single,high.school,no,no,no,telephone,may,thu,486,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
26,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,73,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,523,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,technician,single,professional.course,no,no,no,telephone,may,thu,584,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,admin.,divorced,high.school,no,no,yes,telephone,may,thu,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,divorced,high.school,no,yes,no,telephone,may,thu,241,23,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,admin.,married,university.degree,no,yes,no,telephone,may,thu,302,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,technician,married,university.degree,no,no,yes,telephone,may,thu,194,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,thu,276,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
25,technician,single,university.degree,no,yes,no,telephone,may,thu,19,8,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
26,unemployed,single,basic.9y,no,no,yes,telephone,may,thu,546,8,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,thu,1867,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
28,technician,single,professional.course,no,yes,no,telephone,may,thu,760,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,self-employed,married,basic.9y,no,no,no,telephone,may,thu,301,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,student,single,unknown,unknown,yes,no,telephone,may,thu,267,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,475,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,admin.,married,university.degree,no,yes,no,telephone,may,thu,196,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,technician,single,university.degree,no,yes,no,telephone,may,thu,129,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,technician,single,professional.course,no,yes,yes,telephone,may,thu,118,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
26,unemployed,single,professional.course,no,no,no,telephone,may,thu,7,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27,technician,single,professional.course,no,no,no,telephone,may,thu,124,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,married,university.degree,no,no,no,telephone,may,thu,88,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
25,admin.,single,high.school,no,no,yes,telephone,may,thu,311,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,student,single,basic.9y,unknown,yes,no,telephone,may,thu,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,thu,90,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,admin.,single,high.school,no,no,yes,telephone,may,thu,892,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,320,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,services,married,high.school,unknown,yes,no,telephone,may,thu,177,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,services,single,high.school,no,yes,no,telephone,may,thu,543,12,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,unemployed,single,university.degree,no,no,no,telephone,may,thu,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,fri,84,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,fri,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,entrepreneur,married,high.school,no,no,no,telephone,may,fri,248,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,blue-collar,single,basic.9y,no,no,yes,telephone,may,fri,28,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,597,17,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,services,married,high.school,no,no,yes,telephone,may,fri,206,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,self-employed,single,high.school,no,yes,no,telephone,may,fri,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,technician,single,professional.course,no,yes,no,telephone,may,fri,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
25,services,divorced,basic.4y,no,yes,no,telephone,may,fri,601,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,admin.,single,high.school,no,yes,no,telephone,may,fri,448,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,blue-collar,single,high.school,no,yes,no,telephone,may,fri,803,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
31,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,may,fri,676,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
27,admin.,single,high.school,no,no,no,telephone,may,fri,656,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,blue-collar,single,basic.6y,no,no,no,telephone,may,fri,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
25,housemaid,single,basic.9y,no,no,no,telephone,may,fri,130,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,services,single,high.school,no,yes,no,telephone,may,fri,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,admin.,single,university.degree,no,yes,no,telephone,may,fri,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
24,student,single,high.school,no,unknown,unknown,telephone,may,fri,86,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,688,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
29,housemaid,single,high.school,no,no,no,telephone,may,fri,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
